"s_2";1;"Female"
"s_2";2;"Male"
"s_2";3;"Other"
"s_3";1;"18 - 24"
"s_3";2;"25 - 34"
"s_3";3;"35 - 44"
"s_3";4;"45 -54"
"s_3";5;"55+"
"s_6";2;"High school diploma or equivalent"
"s_6";4;"Some college"
"s_6";6;"Bachelor's Degree"
"s_6";7;"Master's Degree"
"s_6";8;"Doctorate Degree"
"s_6";9;"Other"
"s_8";9;"Accounting & Legal"
"s_8";4;"Education"
"s_8";11;"Finance"
"s_8";12;"Government / Public Sector"
"s_8";13;"Health Care"
"s_8";8;"Information Technology (IT)"
"s_8";1;"Musician"
"s_8";6;"Retail / Sales"
"s_8";2;"Retired"
"s_8";3;"Student"
"s_8";10;"Other"
"s_262";1;"(Strongly disagree) 1  "
"s_262";2;"(Disagree) 2  "
"s_262";3;"(Neutral) 3  "
"s_262";4;"(Agree) 4  "
"s_262";5;"(Strongly agree) 5  "
"s_263";1;"(Strongly disagree) 1  "
"s_263";2;"(Disagree) 2  "
"s_263";3;"(Neutral) 3  "
"s_263";4;"(Agree) 4  "
"s_263";5;"(Strongly agree) 5  "
"s_259";1;"(Strongly disagree) 1  "
"s_259";2;"(Disagree) 2  "
"s_259";3;"(Neutral) 3  "
"s_259";4;"(Agree) 4  "
"s_259";5;"(Strongly agree) 5  "
"s_260";1;"(Strongly disagree) 1  "
"s_260";2;"(Disagree) 2  "
"s_260";3;"(Neutral) 3  "
"s_260";4;"(Agree) 4  "
"s_260";5;"(Strongly agree) 5  "
"s_261";1;"(Strongly disagree) 1  "
"s_261";2;"(Disagree) 2  "
"s_261";3;"(Neutral) 3  "
"s_261";4;"(Agree) 4  "
"s_261";5;"(Strongly agree) 5  "
"s_257";1;"Yes, I am currently using a music streaming service."
"s_257";2;"No, but I used to use a music streaming service."
"s_257";3;"No, I have never used a music streaming service before."
"s_15";2;"5 or more hours per day"
"s_15";6;"3 - 4 hours per day"
"s_15";1;"1 - 2 hours per day"
"s_15";3;"Weekly"
"s_15";4;"Monthly"
"s_15";7;"Never"
"s_15";5;"Other"
"s_21_1";0;"Not selected"
"s_21_1";1;"Selected"
"s_21_2";0;"Not selected"
"s_21_2";1;"Selected"
"s_21_3";0;"Not selected"
"s_21_3";1;"Selected"
"s_21_4";0;"Not selected"
"s_21_4";1;"Selected"
"s_21_5";0;"Not selected"
"s_21_5";1;"Selected"
"s_21_6";0;"Not selected"
"s_21_6";1;"Selected"
"s_21_7";0;"Not selected"
"s_21_7";1;"Selected"
"s_21_8";0;"Not selected"
"s_21_8";1;"Selected"
"s_21_9";0;"Not selected"
"s_21_9";1;"Selected"
"s_21_10";0;"Not selected"
"s_21_10";1;"Selected"
"s_21_11";0;"Not selected"
"s_21_11";1;"Selected"
"s_21_12";0;"Not selected"
"s_21_12";1;"Selected"
"s_21_13";0;"Not selected"
"s_21_13";1;"Selected"
"s_21_14";0;"Not selected"
"s_21_14";1;"Selected"
"s_21_15";0;"Not selected"
"s_21_15";1;"Selected"
"s_256";1;"(Strongly disagree) 1  "
"s_256";2;"(Disagree) 2  "
"s_256";3;"(Neutral) 3  "
"s_256";4;"(Agree) 4  "
"s_256";5;"(Strongly agree) 5  "
"s_235";1;"(Strongly disagree) 1  "
"s_235";2;"(Disagree) 2  "
"s_235";3;"(Neutral) 3  "
"s_235";4;"(Agree) 4  "
"s_235";5;"(Strongly agree) 5  "
"s_236";1;"(Strongly disagree) 1  "
"s_236";2;"(Disagree) 2  "
"s_236";3;"(Neutral) 3  "
"s_236";4;"(Agree) 4  "
"s_236";5;"(Strongly agree) 5  "
"s_237";1;"(Strongly disagree) 1  "
"s_237";2;"(Disagree) 2  "
"s_237";3;"(Neutral) 3  "
"s_237";4;"(Agree) 4  "
"s_237";5;"(Strongly agree) 5  "
"s_227";1;"(Strongly disagree) 1  "
"s_227";2;"(Disagree) 2  "
"s_227";3;"(Neutral) 3  "
"s_227";4;"(Agree) 4  "
"s_227";5;"(Strongly agree) 5  "
"s_228";1;"(Strongly disagree) 1  "
"s_228";2;"(Disagree) 2  "
"s_228";3;"(Neutral) 3  "
"s_228";4;"(Agree) 4  "
"s_228";5;"(Strongly agree) 5  "
"s_229";1;"(Strongly disagree) 1  "
"s_229";2;"(Disagree) 2  "
"s_229";3;"(Neutral) 3  "
"s_229";4;"(Agree) 4  "
"s_229";5;"(Strongly agree) 5  "
"s_230";1;"(Strongly disagree) 1  "
"s_230";2;"(Disagree) 2  "
"s_230";3;"(Neutral) 3  "
"s_230";4;"(Agree) 4  "
"s_230";5;"(Strongly agree) 5  "
"s_24_1";0;"Not selected"
"s_24_1";1;"Selected"
"s_24_2";0;"Not selected"
"s_24_2";1;"Selected"
"s_24_3";0;"Not selected"
"s_24_3";1;"Selected"
"s_24_4";0;"Not selected"
"s_24_4";1;"Selected"
"s_24_5";0;"Not selected"
"s_24_5";1;"Selected"
"s_24_6";0;"Not selected"
"s_24_6";1;"Selected"
"s_24_7";0;"Not selected"
"s_24_7";1;"Selected"
"s_24_8";0;"Not selected"
"s_24_8";1;"Selected"
"s_24_9";0;"Not selected"
"s_24_9";1;"Selected"
"s_24_10";0;"Not selected"
"s_24_10";1;"Selected"
"s_24_11";0;"Not selected"
"s_24_11";1;"Selected"
"s_24_12";0;"Not selected"
"s_24_12";1;"Selected"
"s_24_13";0;"Not selected"
"s_24_13";1;"Selected"
"s_24_14";0;"Not selected"
"s_24_14";1;"Selected"
"s_24_15";0;"Not selected"
"s_24_15";1;"Selected"
"s_24_16";0;"Not selected"
"s_24_16";1;"Selected"
"s_24_17";0;"Not selected"
"s_24_17";1;"Selected"
"s_159";1;"(Strongly disagree) 1  "
"s_159";2;"(Disagree) 2  "
"s_159";3;"(Neutral) 3  "
"s_159";4;"(Agree) 4  "
"s_159";5;"(Strongly agree) 5  "
"s_160";1;"(Strongly disagree) 1  "
"s_160";2;"(Disagree) 2  "
"s_160";3;"(Neutral) 3  "
"s_160";4;"(Agree) 4  "
"s_160";5;"(Strongly agree) 5  "
"s_161";1;"(Strongly disagree) 1  "
"s_161";2;"(Disagree) 2  "
"s_161";3;"(Neutral) 3  "
"s_161";4;"(Agree) 4  "
"s_161";5;"(Strongly agree) 5  "
"s_164";1;"(Strongly disagree) 1  "
"s_164";2;"(Disagree) 2  "
"s_164";3;"(Neutral) 3  "
"s_164";4;"(Agree) 4  "
"s_164";5;"(Strongly agree) 5  "
"s_165";1;"(Strongly disagree) 1  "
"s_165";2;"(Disagree) 2  "
"s_165";3;"(Neutral) 3  "
"s_165";4;"(Agree) 4  "
"s_165";5;"(Strongly agree) 5  "
"s_166";1;"(Strongly disagree) 1  "
"s_166";2;"(Disagree) 2  "
"s_166";3;"(Neutral) 3  "
"s_166";4;"(Agree) 4  "
"s_166";5;"(Strongly agree) 5  "
"s_167";1;"(Strongly disagree) 1  "
"s_167";2;"(Disagree) 2  "
"s_167";3;"(Neutral) 3  "
"s_167";4;"(Agree) 4  "
"s_167";5;"(Strongly agree) 5  "
"s_163";1;"(Strongly disagree) 1  "
"s_163";2;"(Disagree) 2  "
"s_163";3;"(Neutral) 3  "
"s_163";4;"(Agree) 4  "
"s_163";5;"(Strongly agree) 5  "
"s_179";1;"(Strongly disagree) 1  "
"s_179";2;"(Disagree) 2  "
"s_179";3;"(Neutral) 3  "
"s_179";4;"(Agree) 4  "
"s_179";5;"(Strongly agree) 5  "
"s_170";1;"(Strongly disagree) 1  "
"s_170";2;"(Disagree) 2  "
"s_170";3;"(Neutral) 3  "
"s_170";4;"(Agree) 4  "
"s_170";5;"(Strongly agree) 5  "
"s_171";1;"(Strongly disagree) 1  "
"s_171";2;"(Disagree) 2  "
"s_171";3;"(Neutral) 3  "
"s_171";4;"(Agree) 4  "
"s_171";5;"(Strongly agree) 5  "
"s_172";1;"(Strongly disagree) 1  "
"s_172";2;"(Disagree) 2  "
"s_172";3;"(Neutral) 3  "
"s_172";4;"(Agree) 4  "
"s_172";5;"(Strongly agree) 5  "
"s_173";1;"(Strongly disagree) 1  "
"s_173";2;"(Disagree) 2  "
"s_173";3;"(Neutral) 3  "
"s_173";4;"(Agree) 4  "
"s_173";5;"(Strongly agree) 5  "
"s_180";1;"(Strongly disagree) 1  "
"s_180";2;"(Disagree) 2  "
"s_180";3;"(Neutral) 3  "
"s_180";4;"(Agree) 4  "
"s_180";5;"(Strongly agree) 5  "
"s_181";1;"(Strongly disagree) 1  "
"s_181";2;"(Disagree) 2  "
"s_181";3;"(Neutral) 3  "
"s_181";4;"(Agree) 4  "
"s_181";5;"(Strongly agree) 5  "
"s_182";1;"(Strongly disagree) 1  "
"s_182";2;"(Disagree) 2  "
"s_182";3;"(Neutral) 3  "
"s_182";4;"(Agree) 4  "
"s_182";5;"(Strongly agree) 5  "
"s_183";1;"(Strongly disagree) 1  "
"s_183";2;"(Disagree) 2  "
"s_183";3;"(Neutral) 3  "
"s_183";4;"(Agree) 4  "
"s_183";5;"(Strongly agree) 5  "
"s_184";1;"(Strongly disagree) 1  "
"s_184";2;"(Disagree) 2  "
"s_184";3;"(Neutral) 3  "
"s_184";4;"(Agree) 4  "
"s_184";5;"(Strongly agree) 5  "
"s_185";1;"(Strongly disagree) 1  "
"s_185";2;"(Disagree) 2  "
"s_185";3;"(Neutral) 3  "
"s_185";4;"(Agree) 4  "
"s_185";5;"(Strongly agree) 5  "
"s_186";1;"(Strongly disagree) 1  "
"s_186";2;"(Disagree) 2  "
"s_186";3;"(Neutral) 3  "
"s_186";4;"(Agree) 4  "
"s_186";5;"(Strongly agree) 5  "
"s_187";1;"(Strongly disagree) 1  "
"s_187";2;"(Disagree) 2  "
"s_187";3;"(Neutral) 3  "
"s_187";4;"(Agree) 4  "
"s_187";5;"(Strongly agree) 5  "
"s_188";1;"(Strongly disagree) 1  "
"s_188";2;"(Disagree) 2  "
"s_188";3;"(Neutral) 3  "
"s_188";4;"(Agree) 4  "
"s_188";5;"(Strongly agree) 5  "
"s_189";1;"(Strongly disagree) 1  "
"s_189";2;"(Disagree) 2  "
"s_189";3;"(Neutral) 3  "
"s_189";4;"(Agree) 4  "
"s_189";5;"(Strongly agree) 5  "
"s_190";1;"(Strongly disagree) 1  "
"s_190";2;"(Disagree) 2  "
"s_190";3;"(Neutral) 3  "
"s_190";4;"(Agree) 4  "
"s_190";5;"(Strongly agree) 5  "
"s_191";1;"(Strongly disagree) 1  "
"s_191";2;"(Disagree) 2  "
"s_191";3;"(Neutral) 3  "
"s_191";4;"(Agree) 4  "
"s_191";5;"(Strongly agree) 5  "
"s_192";1;"(Strongly disagree) 1  "
"s_192";2;"(Disagree) 2  "
"s_192";3;"(Neutral) 3  "
"s_192";4;"(Agree) 4  "
"s_192";5;"(Strongly agree) 5  "
"s_193";1;"(Strongly disagree) 1  "
"s_193";2;"(Disagree) 2  "
"s_193";3;"(Neutral) 3  "
"s_193";4;"(Agree) 4  "
"s_193";5;"(Strongly agree) 5  "
"s_194";1;"(Strongly disagree) 1  "
"s_194";2;"(Disagree) 2  "
"s_194";3;"(Neutral) 3  "
"s_194";4;"(Agree) 4  "
"s_194";5;"(Strongly agree) 5  "
"s_195";1;"(Strongly disagree) 1  "
"s_195";2;"(Disagree) 2  "
"s_195";3;"(Neutral) 3  "
"s_195";4;"(Agree) 4  "
"s_195";5;"(Strongly agree) 5  "
"s_196";1;"(Strongly disagree) 1  "
"s_196";2;"(Disagree) 2  "
"s_196";3;"(Neutral) 3  "
"s_196";4;"(Agree) 4  "
"s_196";5;"(Strongly agree) 5  "
"s_197";1;"(Strongly disagree) 1  "
"s_197";2;"(Disagree) 2  "
"s_197";3;"(Neutral) 3  "
"s_197";4;"(Agree) 4  "
"s_197";5;"(Strongly agree) 5  "
"s_198";1;"(Strongly disagree) 1  "
"s_198";2;"(Disagree) 2  "
"s_198";3;"(Neutral) 3  "
"s_198";4;"(Agree) 4  "
"s_198";5;"(Strongly agree) 5  "
"s_199";1;"(Strongly disagree) 1  "
"s_199";2;"(Disagree) 2  "
"s_199";3;"(Neutral) 3  "
"s_199";4;"(Agree) 4  "
"s_199";5;"(Strongly agree) 5  "
"s_200";1;"(Strongly disagree) 1  "
"s_200";2;"(Disagree) 2  "
"s_200";3;"(Neutral) 3  "
"s_200";4;"(Agree) 4  "
"s_200";5;"(Strongly agree) 5  "
"s_201";1;"(Strongly disagree) 1  "
"s_201";2;"(Disagree) 2  "
"s_201";3;"(Neutral) 3  "
"s_201";4;"(Agree) 4  "
"s_201";5;"(Strongly agree) 5  "
"s_202";1;"(Strongly disagree) 1  "
"s_202";2;"(Disagree) 2  "
"s_202";3;"(Neutral) 3  "
"s_202";4;"(Agree) 4  "
"s_202";5;"(Strongly agree) 5  "
"s_203";1;"(Strongly disagree) 1  "
"s_203";2;"(Disagree) 2  "
"s_203";3;"(Neutral) 3  "
"s_203";4;"(Agree) 4  "
"s_203";5;"(Strongly agree) 5  "
"s_204";1;"(Strongly disagree) 1  "
"s_204";2;"(Disagree) 2  "
"s_204";3;"(Neutral) 3  "
"s_204";4;"(Agree) 4  "
"s_204";5;"(Strongly agree) 5  "
"s_205";1;"(Strongly disagree) 1  "
"s_205";2;"(Disagree) 2  "
"s_205";3;"(Neutral) 3  "
"s_205";4;"(Agree) 4  "
"s_205";5;"(Strongly agree) 5  "
"s_206";1;"(Strongly disagree) 1  "
"s_206";2;"(Disagree) 2  "
"s_206";3;"(Neutral) 3  "
"s_206";4;"(Agree) 4  "
"s_206";5;"(Strongly agree) 5  "
"s_207";1;"(Strongly disagree) 1  "
"s_207";2;"(Disagree) 2  "
"s_207";3;"(Neutral) 3  "
"s_207";4;"(Agree) 4  "
"s_207";5;"(Strongly agree) 5  "
"s_175";1;"Interface 1"
"s_175";2;"Interface 2"
"s_175";3;"Interface 3"
"s_178";1;"Interface 1"
"s_178";2;"Interface 2"
"s_178";3;"Interface 3"
"s_85";1;"(Strongly disagree) 1  "
"s_85";2;"(Disagree) 2  "
"s_85";3;"(Neutral) 3  "
"s_85";4;"(Agree) 4  "
"s_85";5;"(Strongly agree) 5  "
"s_86";1;"(Strongly disagree) 1  "
"s_86";2;"(Disagree) 2  "
"s_86";3;"(Neutral) 3  "
"s_86";4;"(Agree) 4  "
"s_86";5;"(Strongly agree) 5  "
"s_97";1;"(Strongly disagree) 1  "
"s_97";2;"(Disagree) 2  "
"s_97";3;"(Neutral) 3  "
"s_97";4;"(Agree) 4  "
"s_97";5;"(Strongly agree) 5  "
"statc_1";0;"Not selected"
"statc_1";1;"Selected"
"statc_2";0;"Not selected"
"statc_2";1;"Selected"
"statc_3";0;"Not selected"
"statc_3";1;"Selected"
"stato_1";0;"Not selected"
"stato_1";1;"Selected"
"stato_2";0;"Not selected"
"stato_2";1;"Selected"
"stato_3";0;"Not selected"
"stato_3";1;"Selected"
"stato_4";0;"Not selected"
"stato_4";1;"Selected"
"stato_5";0;"Not selected"
"stato_5";1;"Selected"
